lid,date,comments,rid
20869092,2019-01-12,Good location. Tuk Tuk is provided to go to BTS. A few stops away from Siam. Worth the money paid for. The room is very big too.,159
20869092,2019-01-13,Everything as advertised! Check-in was seamless and painless. Checking staff was very helpful for getting recommendations and arranging for transportation. Would stay again.,160
20869092,2019-01-14,Great staff and great apartment. Clean. Excellent TV and a washing machine. Close to Sanam Pao skytrain station.,161
20869092,2019-01-14,Enjoyed my 1 night stay.  it's close to the BTS station (Sanam Pao) which is also close to all the major malls and shopping/dining options as well as other attractions.  There's not a lot in the immediate area but that didn't bother me as it was quiet and it was a short BTS ride away from most everything.,162
20869092,2019-01-15,A great stopover place. Great comfortable bed and awesome pool.,163
20869092,2019-01-16,"An absolute gem! Suchada and the team were extremely helpful and kind, from the moment we checked in until we left. Beautiful apartment in a central location but still able to get some peace and quiet. BTS and restaurants within walking distance (they also provide a free tuk-tuk service). Everything was clean and the bed was very comfy. Would definitely stay here again!",164
20869092,2019-01-16,Clean place with a peaceful environment. It's a short walk to the BTS station but the road leading to it is quite narrow with abit of traffic. Other option is to take the free tuk-tuk. Good massage place underneath the building but closes early at 9pm. Overall comfortable stay.,165
20869092,2019-01-18,"Very homely apartment, very clean, good facilities such as washing machine, fridge full of water, fast wifi. Right next to skytrain, which was helpful. Would definitely stay again.",166
20869092,2019-01-18,"This was a lovely place. Clean and cute. It was a little tough to find tuk tuk's going out as the place was a little bit in between allys but if you download Grab app its pretty easy to request a Grab to pick you up. Closest breakfast was in another hotel/apartment lobby, they had good coffee and small pastries and its a really cute cafe.",167
20869092,2019-01-18,"DO NOT BOOK. PHOTOS EXTREMELY MISLEADING. There were different levels of rooms to book so we paid more to get a bigger room with outdoor tub. Despite that, the tub was dirty, the room was not big, in fact super tiny and felt like a prison with no windows or ventilation. The room has a bad stench. The shower was mouldy and we found a lizard in the room.",168
20869092,2019-01-19,Excellent Property. Friendly Staff. Big Plus is it's near BTS. Host allowed to keep our baggage for sometime after our checkout.,169
20869092,2019-01-20,Great place and great value for money,170
20869092,2019-01-20,"Staying this hotel for 2-month. I don隆炉t know what隆炉s going on here. Not friendly, no smile, no response from front desk. I rated high score at the beginning on TripAdvisor, but now? Not at all. Hotel should know one reception woman ruins my mood every time.",171
20869092,2019-01-22,"Very safe, clean, and convenient location. Suchada was a wonderful host that provided everything to feel comfortable away from home. Highly recommend.",172
20869092,2019-01-22,"Had a wonderful stay at Suchada's place. The Trypp apartment block is a few steps away from Bangkok Patio and easy to find. The room was clean and spacious enough for two. We stayed here for seven nights and there was a cleaning service once every 2/3 days. Access to the pool was great. Location is ideal, five minutes away from Sanam Pao BTS station. We ended up taking the BTS everywhere. Would definitely recommend staying here.",173
20869092,2019-01-23,Sparkling clean<br/>Around 5 min walk to BTS station,174
20869092,2019-01-23,"The apartment room is huge, well facilitated and has really good location near bts station which is very important in bkk. The staff are nice, and the market nearby is recommended you can reach there by walk or by tutu car the provide. Recommend!",175
20869092,2019-01-25,Wonderful place and comfortable,176
20869092,2019-01-26,We had a great stay and it was very convenient to the sky train.,177
20869092,2019-01-26,"The apartment is modern, clean and very well maintained.  We loved the close proximity to the BTS (skytrain).  Highly recommended!",178
20869092,2019-01-27,The room is perfect. One of best place in bangkok.,179
20869092,2019-01-29,"We can't rave enough about Suchada and team's service. Directions to the condo are clear and check-in was a breeze. Tip was working at the front desk and showed us to our room. She speaks excellent English and communication the entire time was so friendly and prompt. The building itself is modern, smartly decorated and conveniently located minutes from a BTS station.  We had a really wonderful experience and can't thank Suchada enough!",180
20869092,2019-01-30,Great location near BTS! A lot of construction around the area. Room is big and comfy.,181
20869092,2019-01-30,Nice and tidy room.,182
20869092,2019-01-31,"Extremely unhygiene and unprofessional staff attitude budget boutique. The room is open for 4pax but the capacity is small like for 2pax and just provide a blanklet in actual. The cabinet and shelves area are dusty. The most uncomfortable point is the attitude of the staffs, no mention for the public facilities to us eg. swimming pool. It隆炉s no worth for the price in conclusion.",183
20869092,2019-02-01,"very bad experience here. i plan to stay 5 nights, but will have to moved at the last night. They said to tell them if we need our room to clean, so we did, but they didn't clean it. When we went back to tell them again, they denying that we told them and start querreling with us. The facilities inside the room were also bad. broken fridge, broken towel hanger, broken toilet sprayer. not recommended",184
20869092,2019-02-04,"Very cozy apartment! Free tuktuk to the nearby BTS station, very convenient!",185
20869092,2019-02-08,"nice location, facilities, kindness, cleanliness !! <br/>I want to visit again :)",186
20869092,2019-02-08,Amazing place and good connectivity. BTS station is very close by and they have tuktuk service to BTS,187
20869092,2019-02-09,"The apartment is very cozy and modern, provided everything we needed and was impeccably clean. We appreciated the pool area very much and we can also recommend the massage place which is located next to the entry of the building.",188
20869092,2019-02-10,Terrific value in a quiet area. Loved the convenience of the in-suite laundry. Coffee and noodles were thoughtful touches. Bed very comfy!,189
20869092,2019-02-13,"Perfect stay with very professional, friendly staff. The rooms are 5 min by feet from skytrain station Sanam pao and 4 stations from Siam center. Rooms are very comfortable and clean. Free water, washing machine, kettle, kitchen, very comfortable beds, rain shower. Air-conditioned in both roomsround about we loved our stay with you guys and will return to you next year. Thank you for your perfect hospitality!",190
20869092,2019-02-13,Great apartment but I found myself overwhelmed by Bangkok. Perhaps some more help to new travellers could be available.,191
20869092,2019-02-14,"Suchada apartment is one the best place I stayed at with airbnb, central location with the BTS (sky train), 5mins walk.<br/><br/>Their receptions staff are outstanding, knowledgeable, good english communucation skill, helpful, understanding.<br/>Suchada apartment also provide extra care, such a free tuk tuk ride to and from bts or the nearest market where you have plenty to eat! Also allow you to use their facilities whilst waiting for check in and after check out. <br/><br/>The place is clean, mordern with plenty of amenities so you do not have to worry about packing extras items such as kitchen items!<br/><br/>Overall this place is highly recommended!",192
20869092,2019-02-15,"Comfortable and beautiful,free Dudu<br/>to the BTS.i will introduce to my friends when they travel in Bangkok.",193
20869092,2019-02-15,great customer service and the room was exactly way it was discribed.,194
20869092,2019-02-15,Convenient and safe area.,195
20869092,2019-02-16,"The accommodation looks a lot like in the pictures, we truly enjoyed the great air conditioning system which was a necessity in hot Bangkok. The pool and the view from it was breathtaking. I would stay there again when in Bangkok. The reception was a big plus, they tried to help us with anything we needed.",196
20869092,2019-02-17,very good,197
20869092,2019-02-17,"Highly recommend this place. Very clean, convenient location and wonderful services from the host. We did not use it, but there was an option for free tuk tuk ride to the nearest station (within hours specified). They also provided us with several bottled water and snacks upon our arrival. Infinity pool was a nice addition as it was quite humid and hot during the day when we were there and we were able to dip into the water and cool down.",198
20869092,2019-02-17,Terrible service and terrible front of house.,199
20869092,2019-02-18,"It is amazing place to stay here. Even though I found cockroach there, I will visit again.",200
20869092,2019-02-18,"Neat and spacious one bedroom with fridge, washer, microwave, hanging racks etc. <br/><br/>Tuk tuk to bring you near BTS.<br/>Reception at Bangkok Patio Apartment provide excellent service. <br/><br/>Host response speedily. Love the nice touches when I indicate it's a birthday weekend for my spouse. <br/><br/>Great hospitality.",201
20869092,2019-02-20,Excellent place! Highly recommend!,202
20869092,2019-02-21,"Very nice comfortable quite place to get acclimated our first couple days. <br/>Has washer, microwave and cook top which are all very convenient!",203
20869092,2019-02-22,perfect!<br/>highly recommend,204
20869092,2019-02-25,Great place to stay in Bangkok. Very clean and modern. Pool & fitness included. Easy walk to Skytrain but they even provide a tuc tuc their if you want it.,205
20869092,2019-02-26,Thanks Suchada for being such a great host. Room was very clean and staffs' service was impeccable. 24 hrs reception. Requests were promptly responded such as iron and the board.  Really appreciated and will definitely stay at this place next time!,206
20869092,2019-02-26,Do not book! Please! Service staff was unccooperative and rude. We called to make a reservation. My gf. We were told that one of our relatives who was underaged will not be able to enter. We said we will send him home and she said 4 times then they will check the cctv bookings and even said to cancel our booking. End of the day we got the room and found 4 cockroaches in the room. In the end cancel. Bro this place is trash please take my advice and dont book here. We called and enquired if we are able to,207
20869092,2019-02-27,"Quality of stay was poor; Did not meet expectations - Poor ventilation in the corridors with no open windows - Windows were stuck and we were only able to open one of them - Pillows were uncomfortable to sleep on and did not provide good support - Room was unexpectably small - Guests can expect to hear a lot of noise from the nearby traffic - Hotel staff have a preference of burning/spraying strong smelling essential oils, may not be suitable for those who are sensitive to certain smells",208
20869092,2019-03-01,We felt very comfortable during our stay. The apartment was very clean and had all the amenities that we needed.,209
20869092,2019-03-01,"Suchada and her apartment team are very nice and hospitable. The location is near BTS station.  Maybe I prefer hard mattress, this one is a little bit uncomfortable. But every other is fine, clean and tide.",210
20869092,2019-03-01,Great place! Super clean and many amenities like food ordering and the downstairs massage. Super convenient.,211
20869092,2019-03-02,Everything was good!,212
20869092,2019-03-03,"Great stay in this flat, Suchada added a small bed for a third person in the living room.  We recommand this flat.",213
20869092,2019-03-04,This was a great experience for our first Airbnb in Thailand. Our flight arrived after midnight so having a 24 hour receptionist was very helpful and Suchada was very accommodating. It was exactly as shown in the pictures and clean. There is a BTS station very close by however we mostly used the grab service to get to places. Would recommend and stay here again!,214
20869092,2019-03-04,Very good,215
20869092,2019-03-04,Nice apartment which was very clean. You have a beautiful view from the pool to the skyline of Bangkok. We are very content with this apartment and definitely would recommend it.,216
20869092,2019-03-05,Very comfortable bed and good decoration.,217
20869092,2019-03-06,very  nice apartment!,218
20869092,2019-03-08,"Great place. Priced very reasonably considering how close you are to the BTS, shops, restaurants, night markets, etc. The host was absolutely fantastic and made our one night stay before our departure very easy. I would recommend this place if you are looking for a modern unit at an affordable price with a good location.",219
20869092,2019-03-09,nice place,220
20869092,2019-03-10,"This was everything we were looking for. Comfortable, clean apartment with everything we needed, close to BTS station and relatively close to the airport (200B taxi ride).<br/>What we didnt expect was a central reception desk that was available at what appeared to be all hours (we arrived around 9pm), which helped us out with all questions/needs. <br/>Would definitely recommend, and would stay here again.",221
20869092,2019-03-11,We stayed in this apartment for 2 nights. It was very clean and spacious! The location was good too! I would recommend staying here.,222
20869092,2019-03-11,clean and very close to BTS. Easy check in process. we had a great stay!,223
20869092,2019-03-11,"Suchada's place is comfortable & clean, everything is as described. Actually the place is more spacious than expected. Check-in is super fast & easy with Suchada's clear instruction & responsiveness. We had a great stay. Highly recommended place!",224
20869092,2019-03-12,Highly recommend. thoughtful.,225
20869092,2019-03-12,"Great place to stay in Bangkok. Whereas other places booked via AirBnB can be sketchy in Thailand due to laws regarding daily rentals, this place is run more like a hotel and felt very comfortable and legit. We checked in in the middle of the night and were greeted and shown to our room quickly and without issue. The room was also equipped with everything we needed, bed was comfortable, the place is a few minutes walk from a 7-11, local shops, and the BTS station. There's also a great massage place on the ground level that we used several times during our short stay.",226
20869092,2019-03-13,"great place! better than expected. <br/>clean, super friendly and everything was made with ease. beautiful pool area. paid $350baht from taxi to apartment and $500baht back to airport. a little out from the main city area but all in all an enjoyable stay!!",227
20869092,2019-03-13,"Poor cleanliness and facility! I booked a 6D5N and the first day was horrid! - Shower head, bathroom door and air con was spoilt. -Table area was dirty and dusty. - Did not provide hand soap? I am genuinely concerned about the hygiene of the kettle. - Toothpaste was a joke. There is a tight seal instead of a cap? How do you expect your customer to open it? - There is drilling and I could hear people screaming and shouting like no tomorrow every morning / afternoon. The shower head and air con was fixed but wow. Worst hotel I have ever stayed at hands down. I never wanted a refund for a hotel so badly.",228
20869092,2019-03-13,"Really really really bad dirty rooms,staff unhelpful, manager couldn't care because they have your money",229
20869092,2019-03-14,"Great, recommend",230
20869092,2019-03-15,This place is great for stay within Bangkok. Almost everything is in place as advertised by the owner.,231
20869092,2019-03-15,This spot was incredible. I loved it. Highly recommend,232
20869092,2019-03-16,Good,233
20869092,2019-03-16,"close to bts station, clean room, nice tuktuk service!",234
20869092,2019-03-17,"Great place , definitely will return for the next visit",235
20869092,2019-03-18,Great place to stay. Very clean and new.,236
20869092,2019-03-18,It is great place and people please keep it clean because they work hard to keep it clean.<br/>Thank you,237
20869092,2019-03-21,Sound proofing is bad. Is really annoying when somebody is walking pass or opening or closing they door. No parking space. The nearest parking will be multi stores parking 2 blocks away or road side隆颅 Towel is yellowish and old隆颅 Bath room with stain隆颅 Most importantly the price doesn隆炉t match what they are offering.,238
20869092,2019-03-22,Suchada was very nice and clean hotel. Can recommend to everyone!,239
20869092,2019-03-22,"Thank you for such an amazing experience. The apartment was better than I expected. The location and accessibility to the sky train was awesome; easy access to airport and mall and other places. The amenities were good. Loved  that you provided detergent for the washer and pots and pan for the stove. Great communication, what I liked the most was how clean this place was. The gym only has a tread mill and 2 bicycles. I was expecting more equipment.",240
20869092,2019-03-22,Very nice apartment located close to the SkyTrain stop Sanam Pao with very nice and helpful staff. The pool is a highlight! Would recommend it,241
20869092,2019-03-23,Wonderful place! Would most definitely stay here again.,242
20869092,2019-03-24,Yes of course. Beautiful place near skytrain. If you have something to do in that area very good place to stay,243
20869092,2019-03-25,"Great place to stay, highly recommended!! Would definitely return the next time I visit Bangkok.",244
20869092,2019-03-25,Clean and tidy. Everything is accurately described. The host is helpful and friendly.,245
20869092,2019-03-26,The place is just as it seems online and very  easy to check in and out. Super friendly and helpful hosts. Great stay,246
20869092,2019-03-27,Best value place!,247
20869092,2019-03-27,"we had a great stay in this apartment! the service and cleanliness is perfect! the equipment of the apartment was really great, super modern!!! Very good location near the Skytrain, Tuk Tuk service to the nearest Skytrain, great swimming pool with nice view. really price-performance unique !! We would definitely come again!!",248
20869092,2019-03-27,I was kicked out of the room when I was was. All my stuff were put in to the bag with out thinking of the sensitivity of the item inside. I had stayed here more than 30 days. This is one of worst experience I had with them,249
20869092,2019-03-28,Beautiful apartment! So convenient for getting around the city with the BTS. Would really recommend this place!,250
20869092,2019-03-29,"We stayed one night in this wonderful apartment. The staff was super friendly and helpful! <br/>On our checkout day, we were able to stay longer in the pool area, which really helped us as our international flight was leaving late at night only. <br/>I would definitely recommend staying here for one or more nights!",251
20869092,2019-03-29,Worst hotel i ever encounter! Feel so disgusted.. and the room smell bad.. and the toilet so small,252
20869092,2019-04-01,"This place is what you need in terms of price, location and amenities.",253
20869092,2019-04-02,"Mooi, vlakbij BTS skytrain, heerlijk bed, fijne douche, prettig zwembad, goede airco, hele fijne receptie waar ze zeer behulpzaam zijn.",254
20869092,2019-04-02,"Very clean space, quick to respond, accommodating, would recommend!",255
20869092,2019-04-03,Amazing place! Close to the skytrain. Would recommend for anyone.,256
20869092,2019-04-03,Lousy service on the chat system with slow response and unprofessional handling of customer.,257
20869092,2019-04-04,Very Helpful and quick replies. Really clean and tidy apartment would highly recommend.,258
20869092,2019-04-04,The place is amazing. Clean and secure. Feels like a hotel and the biggest plus is the spa is right downstairs!,259
20869092,2019-04-04,"Didn't have a good experience staying here. Firstly there's no receptionist although the reception is supposed to be open. We booked for @com but was reallocated to @SG and we were greeted with cigarette smell in the facility. Then there's someone who used our pod to put their toiletries. The pod was run down and had holes, with questionable stains on the bed sheet. The shared bathroom was a bit run down and there's cigarette ash on the floor too. There's no privacy to bathroom cause the back door is left open. And there's lots of people staying long term there and they're washing dishes in the bathroom.",260
20869092,2019-04-05,Cosy place to stay!,261
20869092,2019-04-05,"Apartment as described, friendly staff :)",262
20869092,2019-04-05,"This is a perfect place to stay if you are looking for a couple nights in Bangkok. <br/><br/>Close to sky train to get around the city, just a 4 minute walk, or they have a dedicated complimentary Tuk Tuk which can drive you quickly to anywhere within a few minutes. The space itself was clean, presented perfectly, and of a good size, with everything you need to hand, and although we did not need anything else, the reception team were just over the road and very helpful. <br/><br/>The additional perks of a swimming pool and gym were a well welcomed extra which we used just the once on our short stay - but again fantastic. <br/><br/>I would not hesitate to stay here on multiple occasions again. Thank you to our host and the team they have looking after the rooms.",263
20869092,2019-04-06,"My husband and I were only there about 12 hours during a long layover but in that time, we were able to locate shopping, easily access the BTS, and have a couple of meals. This is a great location and the staff is outstanding. I wish I could have stayed longer but will definitely stay here again.",264
20869092,2019-04-07,Exteremely Bad. We need to ask staff to clean the room. Sometimes they won't come on their own. No Laptop Table Provided. Front Desk Staff is not Friendly at all. Better to go for ibis Budget.,265
20869092,2019-04-07,"Recently very bad experience with this hotel. Cockroaches in the bedroom and bathroom, stains on bed sheet,s, towels. When asked for room change got a very rude answer from staff. So we cut our stay short. No apologies",266
20869092,2019-04-08,"Nice location,nice environment",267
20869092,2019-04-09,Worst hotel in my life. I do not recommend in any way,268
20869092,2019-04-10,We had a great time at Suchadas! Check in was so easy and communication was simple with her. The apartment is in an ideal location close to the BTS. The place was sparkling clean with welcoming touches.... after our lives ng flight the washing machine inside the apartment was a God-send. The pool area was also gorgeous. We would highly recommend it...the only downfall was that we didn't book a longer stay there!,269
20869092,2019-04-12,Highly recommendable!,270
20869092,2019-04-12,"Very unpleasant experience stayed at this place. -One of Indian Security on duty was so rude, no manners to start the conversation with hotel guest.. First thing come out from his mouth was ""who are you and what are you doing here"".. -3 of us checked into 3 rooms but unfortunately the A/C is not working. Complaint to front desk and after quite sometimes, we have to call back to ask what is the status and they replied those section is actually having a problem with the air-condition. Why on earth put us in that section in the first place when your technician already know those section A/C not working!!",271
20869092,2019-04-12,The worst bedding I ever encountered in a hotel. Both the mattress pad and the duvet are full of hard lumps. Feels like sleeping on a bed of balls. Asked the service men to change for me however all the replacements they brought are the same. Quiet surprised no previous review mentioned the poor bedding. My Christmas staycation is ruin!,272
20869092,2019-04-13,Great place!,273
20869092,2019-04-14,Everything was fine!!,274
20869092,2019-04-14,Great,275
20869092,2019-04-14,"As people say first impression is your last impression. But here it's worst, started with bad reception then worst possible room with dirty carpet, no hot water, bad plugs for charging, not proper toiletries in bathroom and so on. Would not recommend it to any one. No option to give 0 or negative stars.",276
20869092,2019-04-15,"Suchada's was great.  Close to the train, street food options and even a few good coffee spots, including one almost hidden, next door at Abloom.",277
20869092,2019-04-15,The room is large enough for a family trip or a couple.,278
20869092,2019-04-17,I stayed at this hotel yesterday and my stay was worst.,279
20869092,2019-04-18,"Its beautiful and stylish. Although I take Grab most the time while living there,  its very near to BTS and just few stops to the central. I would consider to visit again.:)",280
20869092,2019-04-18,"This is my first airbnb experience and trip to Thailand. I was glad that this first trip was a success having chosen Suchada's apartment.<br/><br/><br/>If i can describe this booking in one word, it would be details. The amount of attention put into little details are astonishing, and it definitely helped made this trip a satisfying one. Such as the free tuk tuk services, food delivery, the provided hygiene necessities and free provided bottled water.<br/><br/>I would definitely love to come back again. Staff were super professional, and can all understand English well. Some tips for people looking to stay here i would give is:<br/><br/>-Getting a sim card that allows you to make phone call and you can call the tuk tuk to pick you up from the bts instead of walking back.<br/><br/>-If you are taking grab, instead of inputting the address provided, simply search ""bangkok tryp"" or ""bangkok patio"" for a more accurate destination.<br/><br/>Cheers!",281
20869092,2019-04-20,"This was a perfect place for us to stay in Bangkok, plenty of amenities, very close to the sky train and easy to get Grab taxi also to anywhere in the city and the airport. Would definitely stay again!",282
20869092,2019-04-20,"Really nice apartment with all the comfort in a quiet and convenient location. The service counter for the check in and check out is very pleasant. The ladies were very helpful and the tuk-tuk service very practical. We enjoyed a refreshing swim in the pool. And the help getting a big taxi to get to the airport was a plus. There is space to store things and a big fridge, if you stay long.  We might come back to this apartment.",283
20869092,2019-04-21,Great space and very good location. Complementary water was offered.,284
20869092,2019-04-22,"Area is near Sanam Pao BTS, thus it is convenient to get around. There were nice cafes nearby. <br/>The host was thoughtful to stock up the fridge with water and cup noodles.",285
20869092,2019-04-22,"Great place to stay! Was easy to get to from BKK airport via Airport Rail Link and BTS. Does take a while to get to the central sites, but did mean we could take a canal boat to get to the centre, which was a shortish walk away! We arrived a few hours before check-in, but were allowed to use the pool and other facilities whilst the room was attended to.",286
20869092,2019-04-22,"This space was one of the best! I would definitely consider staying here again next time I come to Bangkok. The check in was really easy, I arrived late at 4 am and there was still someone there to check me in. They offered lots of free water bottles in the fridge which was great for hot Bangkok weather. It is near Sanam Pao BTS so getting around is easy and there is even a free tuk tuk service to take you to the station if you don't want to walk for 5 minutes. The tuk tuk also take you to this amazing local market that has LOADS of authentic street food!!! Don't even get me started on the gorgeous modern room itself encase and surrounded by windows and lush grounds. Simply amazing!!",287
20869092,2019-04-22,"Poor room service, rooms were cleaned once in 3 days",288
20869092,2019-04-23,"Very old and dated, room has cockcroach, dryer is not working and the water flush is not working properly as well. Apparently the employee knew the room has been sprayed for cockroaches yet asking me to take a photo to show it to her....very unpleasant experience, would not go there again.",289
20869092,2019-04-24,Great place to stay! :),290
20869092,2019-04-25,"Very nice place,  very close to BTS , very fast response from Suchada for any questions. <br/>Great lovely place to spend days in bkk",291
20869092,2019-04-25,Heel schoon en mooi appartement. Vriendelijke mensen bij de receptie. We waren om 9 uur al aanwezig en konden rusten bij het zwembad tot we in konden checken,292
20869092,2019-04-25,Everiting perfect,293
20869092,2019-04-26,Absolutely disgusting place! Moved out next day. Please consider if you really want to stay there.,294
20869092,2019-04-28,"The appartment was even better than in the photos!!Spotlessly clean,spacious with comfortable and big bed!Well located, just 10 minutes walking from BTS station and 40 minutes from the airport with train.<br/>The staff was really helpful and provided detailed answers to all our questions",295
20869092,2019-04-29,"Lovely apartment with amazing hospitality. Everything was great, definitely will stay here again on my next trip!",296
20869092,2019-04-29,Super clean and cozy. Felt like a home away from home. Very central to everything. :),297
20869092,2019-04-30,So nice. The apartment is big and clean.,298
20869092,2019-05-01,The corridors reek the smell of cigarettes and there is no place to put our bags. Toilet is not functioning properly,299
20869092,2019-05-01,"Very inefficient service, no prompt responses from the help desk. Room was very unhygienic and the staff was not welcoming at all. Very dirty rooms and inefficient management. No sense of accountability and responsibility in the personnel. Not recommended.",300
20869092,2019-05-02,very quite and comfortable room,301
20869092,2019-05-02,"Wonderful everything. The staf, the shower, the apartment, the interior and the pool. Def Will recomand this Place..",302
20869092,2019-05-02,"The Suchada team was very nice and helpful when we had questions. The location is conveniently close to the train station (4 min walk). They provided a tuk tuk to the local market and train station which was nice. The room was clean, and bed was comfortable. Washing machine worked fine. Swimming pool was nice, but the view was just okay from the pool. Overall, a fantastic stay",303
20869092,2019-05-02,"Small room,small bathroom,poor cleanliness,unfriendly staff. I booked and payed for a standar room with windows,but the staff try to give me a no windows room,but fortunately there were only rooms with windows avialable. I try to explain to the staff that i've payed a windows room price,but they keep on saying that i booked a no windows room. Definitely won't come back. So guys,consider before you book.",304
20869092,2019-05-03,Nice and clean room with a reasonable price!,305
20869092,2019-05-03,"Although the staff were helpful, I would avoid this hotel if possible.",306
20869092,2019-05-04,Good apartment in Bangkok. Thank you staff,307
20869092,2019-05-04,The place was sparkling clean and just as I expected it to be from the pictures. Would stay here again for sure.,308
20869092,2019-05-04,"Nice little apartment, pool is refreshing on 5th floor. VERY clean.",309
20869092,2019-05-04,"Nice location, really nice and clean apartment! It was our second stay during our trip and we give a 5 star rating and recommendation",310
20869092,2019-05-05,"bad very bad hotel and dormitory. have no space to stand. you have to done everything on the bad in the room because no space has to stand. they don隆炉t provide any shop or shampoo. They didn隆炉t give us tee and coffee though that was included in room facilities. Totally worst of moneys. Hot water system was not working. Eventually After complaint they don隆炉t repair. very sad is that they didn隆炉t refund if you refused to stay there. once you pay to them you lose your money. please see room space before booking. no space to put your luggage, no window. in the name of dorm room they give you a pit. so before booking please be careful.",311
20869092,2019-05-06,Good,312
20869092,2019-05-06,"More than 30 mins queue just to check in. Such small rooms, no aesthetique whatsoever. Ugly hotel, ugly (and cramped) lobby/reception area, ugly corridors, ugly rooms, ugly restaurants. Breakfast is very plain. Don't even have egg station.",313
20869092,2019-05-06,"Got no windows place is so small, bathroom smells ok and the room very small??? Looks like a haunted hotel, even tho strategic location room is 1 star. Not recommending ppl to stay here",314
20869092,2019-05-06,"My advice..Make sure you read all the negative reviews before you book as they are all TRUE! Especially on the remarks of the reception隆炉s attitude, room conditions, photos don隆炉t review the actual conditions etc..I made a mistake by reading only the 隆庐positive reviews隆炉. If you want to have an enjoyable stay, book somewhere else even if you have to pay more.",315
20869092,2019-05-07,Good location and close to the BTS. Will recommend anyone to stay here if they decide to take a short trip here.,316
20869092,2019-05-07,"The room is small, different from what you隆炉ve seen in photo. And the hotel is not cheap, its not money worth it at all.",317
20869092,2019-05-08,Had a great stay. Very clean and spacious apartment in a good area of Bangkok. Close to the train to other areas and near some good restaurants,318
20869092,2019-05-09,"The staff here were so friendly and helpful. We were catching a red-eye flight out of Bangkok, so they let us store our luggage there all day and then take a shower at night before we left for the airport. Everything was a set described (Tuk Tuk service, wifi, A/C, pools, etc.)",319
20869092,2019-05-10,"Great location easy to get to BTS station, clean and comfy room, definitely coming back again.",320
20869092,2019-05-11,Lovely home in a great and safe area! It was my first time in Thailand and I was lucky enough to have stumbled upon this home. Everything you need is a walking distance away! Would definitely stay here again when I come back!,321
20869092,2019-05-11,Location was great and was very easy to get taxi service. The staff was very helpful,322
20869092,2019-05-12,"A very convenient place with great facility and friendly staff. Overall quality is so much higher, compared with the cost. Will look forward to staying here again",323
20869092,2019-05-14,"The place is clean, the staffs are nice, and easy check in. Totally recommended",324
20869092,2019-05-15,"Great spacious room, I suggest if you have any questions about what to do or how to book certain activities to talk to the front desk. They were very helpful!",325
20869092,2019-05-15,"-Great place to stay, near BTS station.<br/>-Peaceful and quiet with good security.<br/>-Free tuk tuk service.<br/>-Large and comfortable bed.<br/>-Place is pretty much as shown in Airbnb.",326
20869092,2019-05-15,1. Hotel staff are poorly trained on customer service. 2. Unprofessional and openly utterly rude. 3. Can't give a room even after booking was done. Told me to find another establishment which I did. And they didn't cancel my booking with them. 4. No details were asked. 5. Manger on duty had that same unprofessional unethical way of working. I would love to compliment (Value hotel nice) Staff there are excellent welcoming and warm.,327
20869092,2019-05-16,"Coming back to Suchada's apartment after a day out in the heat of Bangkok was such a treat. The air conditioning was fantastic, the bed was very comfortable, it was really clean and the hot rainfall shower was amazing. Also having access to the pool was perfect for cooling off.<br/><br/>The staff at nearby Patio Apartments were so helpful and the location near the BTS made getting around easy. <br/><br/>One of the best value places we have stayed in.",328
20869092,2019-05-17,"If you stay here, be prepared to have water leaking into your room from the shower, cracked tiles and leaking taps, poor bedding, and large bus loads of shopping trips that will be keeping you up late at night from their squaking. Would 100% not reccommend!",329
20869092,2019-05-18,"Lovely clean apartment, with washing machine, free drinking water and a couple of pot noodles. Lovely hosts, very helpful.",330
20869092,2019-05-19,"Good place, good value",331
20869092,2019-05-20,frustrating experience with agoda. Images shown and room provided were totally different. They have photoshopped the images. They provided dormitory after booking two bedroom. They also were not helpful as the payment was made in advance and the booking was non-refundable. Looting customers who trust them.,332
20869092,2019-05-20,"The aircon was not working when we checked in. They had someone come in to fix it. I came here to relax, not to be disrupted like this. Did you guys even clean the room? There隆炉s hair on the table, stains on the TV, sink & wall. Bad experience. Poorly maintained hotel.",333
20869092,2019-05-21,Very easy check-in process. Super modern and clean apartment with all amenities!,334
20869092,2019-05-21,Great place!  clean and comfortable.<br/>and all the employees  were supported.,335
20869092,2019-05-21,"Not recommended, bad service, bad place",336
20869092,2019-05-22,"Apart from not being able to use the TV, no ironing board and the telephone number provided to call for meal delivery didn't work, everything else was really good!",337
20869092,2019-05-22,"Terrible service. 0/10. Don隆炉t stay unless you love being blindsided. Booked a twin bed room, but got one king bed. The hotel lobby was really tiny and did not allow guest to bring visitors into the room, which would be fine if they stated in on their website, but they did not. So the receptionist kept urging my friends and I to cancel the room and not providing us with any solution to our predicament of being stranded at the last minute without a room.",338
20869092,2019-05-23,"A very cozy and clean room with well-equipped facilities. The staff are polite and helpful, especially for the tuk tuk service. I have a really enjoyable experience here!",339
20869092,2019-05-23,"Definitely comeback!!! The space is very clean and neat. The room provide everything I need hairdryer, laundry, instant noodle...",340
20869092,2019-05-23,Great place! I would stay here again. I loved it,341
20869092,2019-05-24,"Lovely apartment, felt like home from home.  Clean and spacious. Quiet area. Lovely clean pool. Easy check in and we arrived early the first time we stayed and allowed us early check in. Good location, minutes from train and there is a tuk tuk available to take you to station if you required it. Would highly recommend and we will definitely stay again when next in Bangkok",342
